t	mmss	user	text
347	5:47	@User_0f4daf14	令和のギャル羽自分のこと”アチキ”っていうの
353	5:53	@User_0bcc3ce7	専業ギャルは草
355	5:55	@User_75f1c92d	あーし今ね炒飯食べてる～
359	5:59	@User_218bf24b	専業ギャルって何やるの？
360	6:00	@User_d0a432c9	ほんとぉ？
362	6:02	@User_ec48c74f	助かるラスカル
363	6:03	@User_acb9786a	弱者男性草
364	6:04	@User_2ecda813	某埼玉の配信者とコラボしよう
367	6:07	@User_fc3f146b	現実のギャルは弱者男性には……
369	6:09	@User_2995cedb	助かる
370	6:10	@User_dd4b266a	オタクに優しいギャルはいない!?
371	6:11	@aki5503	やばいこと言ってるww
371	6:11	@User_9b9d086f	しずい
371	6:11	@User_ca605e00	あーしは今日はサイゼリヤ！
374	6:14	@User_2658fed8	マジしずいよね～
374	6:14	@User_719f9991	しずい
375	6:15	@User_99afb65d	ギャル語どこで習ったんですか
376	6:16	@User_acb9786a	しずい！！
378	6:18	@User_b9da9f9f	しずい
378	6:18	@User_e976a829	しずい
380	6:20	@User_bc2e7db7	めっちゃしずいわ～
381	6:21	@User_2eba0ed4	ワード選びがトレンドいってるわよ！
381	6:21	@User_719f9991	まじしずい
381	6:21	@User_1d118d75	しずいね～
382	6:22	@User_ec48c74f	しずいー！
383	6:23	@User_2995cedb	ギャルしずく結婚してほしいです
383	6:23	@User_ca605e00	ハートとか星とんでてかわち
386	6:26	@User_57dbc53b	マジしずってる
386	6:26	@User_cd48a1db	鬼しずい
388	6:28	@User_c67ecc82	しずい
394	6:34	@User_590a2335	えぐ！
395	6:35	@User_bf6f46cc	まじしずいわ～
396	6:36	@User_75f1c92d	えぐ
396	6:36	@User_e976a829	えぐい　しずい
397	6:37	@User_ec48c74f	しずくエグ！
398	6:38	@User_82e93b33	えぐしずい〜
402	6:42	@User_719f9991	えぐしず
403	6:43	@User_45aa867f	ごしゅピ
406	6:46	@User_476d8781	見せてもらおうか、貴様の本気（ギャルパワー）とやらを！！(ﾟДﾟ)
406	6:46	@User_9b583534	しずいしずいしずいしししし
406	6:46	@User_9b9d086f	令和のギャル界隈えぐ
407	6:47	@User_1f128129	鬼しず
408	6:48	@User_a260351e	えぐいえぐい
411	6:51	@User_75f1c92d	ぴえん
417	6:57	@User_2995cedb	エグエグ
423	7:03	@User_bf6f46cc	やばたんとやばたにえんって何が違う？？
423	7:03	@User_ec48c74f	あーしだけじゃねw
423	7:03	@User_476d8781	それはそう…(;´･ω･)
