# 配信同士の関係。アーカイブ再アップ等で「動画の投稿日」と「出来事が起きた日」がずれる場合に宣言する。
# これが無いと、年表に再アップ日の誤った日付が入る。
# 動画ID	関係(archive_of|part_of|reupload_of)	相手の動画ID	備考
zZDlC3BcQ2M	archive_of	qcqC3McRRX4	元ライブ(2026-02-28)が保存破損したため、後日アーカイブとして再アップ
